Date,City,Disease,Case_Count,AQI,PM2.5,PM10,Temperature,Humidity,Rainfall,Season,Festival,Day_Type
2022-04-29,Bengaluru,Diarrhea,50,109.33,66.7,98.18,34.52,47.89,1.93,Summer,None,Normal Day
2022-04-30,Chennai,Malaria,36,111.94,88.93,89.67,36.14,81.47,2.52,Summer,None,Normal Day
2022-05-01,Hyderabad,Influenza,14,80.17,45.69,79.92,26.38,41.53,3.85,Summer,None,Normal Day
2022-05-02,Kolkata,Typhoid,34,121.51,95.44,101.54,26.25,36.82,2.12,Summer,Ramzan/Eid,Holiday
2022-05-03,Mumbai,Diarrhea,44,116.98,51.33,98.03,31.75,62.45,3.66,Summer,Ramzan/Eid,Holiday
2022-05-04,Hyderabad,Influenza,50,156.9,93.52,181.63,32.76,37.37,4.26,Summer,Ramzan/Eid,Holiday
2022-05-05,Delhi,Asthma,70,335.72,194.63,304.44,25.64,57.09,0.73,Summer,None,Normal Day
2022-05-06,Bengaluru,Malaria,38,51.13,22.17,58.12,29.12,72.18,4.43,Summer,None,Normal Day
2022-05-07,Chennai,Dengue,30,132.09,55.99,149.15,34.07,69.05,1.22,Summer,None,Normal Day
2022-05-08,Delhi,Typhoid,25,229.06,151.57,187.28,36.26,65.66,3.91,Summer,None,Normal Day
2022-05-09,Kolkata,Typhoid,38,281.28,192.92,249.87,28.77,48.35,2.47,Summer,None,Normal Day
2022-05-10,Chennai,Malaria,11,150.81,117.68,159.27,39.52,31.35,2.34,Summer,None,Normal Day
2022-05-11,Delhi,Typhoid,25,306.45,199.43,256.06,28.06,55.39,3.12,Summer,None,Normal Day
2022-05-12,Delhi,Dengue,31,423.64,272.37,438.71,31.53,40.62,3.23,Summer,None,Normal Day
2022-05-13,Mumbai,Malaria,17,145.23,70.03,141.32,29.51,39.1,2.86,Summer,None,Normal Day
2022-05-14,Chennai,Diarrhea,33,127.87,80.47,140.17,37.18,44.5,1.19,Summer,None,Normal Day
2022-05-15,Kolkata,Dengue,5,219.89,102.9,241.61,29.07,67.59,3.27,Summer,None,Normal Day
2022-05-16,Delhi,Influenza,24,474.04,363.67,390.32,30.18,78.2,3.74,Summer,None,Normal Day
2022-05-17,Kolkata,Diarrhea,50,143.15,69.15,121.65,30.35,72.06,0.32,Summer,None,Normal Day
2022-05-18,Delhi,Typhoid,5,200.28,159.3,200.31,39.24,45.69,0.16,Summer,None,Normal Day
2022-05-19,Kolkata,Diarrhea,31,212.75,107.46,177.42,34.09,40.96,2.19,Summer,None,Normal Day
2022-05-20,Delhi,Asthma,68,466.5,252.0,474.45,27.71,63.28,2.79,Summer,None,Normal Day
2022-05-21,Kolkata,Influenza,35,225.82,143.8,245.29,26.04,89.44,1.71,Summer,None,Normal Day
2022-05-22,Hyderabad,Diarrhea,42,88.81,71.02,101.39,31.74,86.24,4.49,Summer,None,Normal Day
2022-05-23,Delhi,Influenza,33,255.99,123.83,228.2,38.11,52.26,3.78,Summer,None,Normal Day
2022-05-24,Hyderabad,Dengue,5,159.72,94.93,152.92,28.67,40.49,2.19,Summer,None,Normal Day
2022-05-25,Bengaluru,Diarrhea,26,146.69,90.75,164.53,28.35,76.36,1.73,Summer,None,Normal Day
2022-05-26,Bengaluru,Influenza,27,48.45,25.89,45.03,28.63,69.22,1.41,Summer,None,Normal Day
2022-05-27,Bengaluru,Influenza,22,110.4,59.58,95.12,39.18,69.73,4.15,Summer,None,Normal Day
2022-05-28,Bengaluru,Asthma,8,59.9,32.69,66.39,25.5,70.1,2.4,Summer,None,Normal Day
2022-05-29,Hyderabad,Typhoid,8,135.79,62.69,157.31,32.0,58.72,4.5,Summer,None,Normal Day
2022-05-30,Kolkata,Malaria,33,132.94,77.54,145.04,33.47,52.28,3.47,Summer,None,Normal Day
2022-05-31,Hyderabad,Influenza,45,90.58,64.67,79.12,36.88,34.44,1.12,Summer,None,Normal Day
2022-06-01,Chennai,Influenza,5,155.65,107.32,161.95,20.01,56.97,15.06,Monsoon,None,Normal Day
2022-06-02,Hyderabad,Typhoid,40,178.16,102.97,146.99,20.74,54.58,14.71,Monsoon,None,Normal Day
2022-06-03,Bengaluru,Influenza,17,105.56,79.5,112.45,30.72,87.09,21.52,Monsoon,None,Normal Day
2022-06-04,Delhi,Diarrhea,50,204.53,122.38,221.47,22.82,63.37,11.23,Monsoon,None,Normal Day
2022-06-05,Mumbai,Influenza,31,76.09,42.29,78.35,31.9,44.79,23.59,Monsoon,None,Normal Day
2022-06-06,Bengaluru,Dengue,93,139.79,61.14,127.34,25.75,73.33,16.84,Monsoon,None,Normal Day
2022-06-07,Bengaluru,Asthma,49,72.96,47.75,70.73,25.09,87.2,18.83,Monsoon,None,Normal Day
2022-06-08,Delhi,Typhoid,24,219.04,167.46,242.76,22.56,55.03,15.61,Monsoon,None,Normal Day
2022-06-09,Kolkata,Influenza,12,149.09,87.25,151.09,24.66,38.12,14.22,Monsoon,None,Normal Day
2022-06-10,Mumbai,Influenza,10,104.76,45.71,121.25,29.58,80.7,12.74,Monsoon,None,Normal Day
2022-06-11,Bengaluru,Influenza,11,57.4,31.23,50.05,28.98,79.35,29.38,Monsoon,None,Normal Day
2022-06-12,Mumbai,Asthma,19,132.82,79.29,147.96,27.9,35.98,5.26,Monsoon,None,Normal Day
2022-06-13,Mumbai,Asthma,32,155.98,106.36,154.48,22.58,70.32,1.03,Monsoon,None,Normal Day
2022-06-14,Delhi,Influenza,36,308.05,170.24,279.04,25.18,33.7,20.01,Monsoon,None,Normal Day
2022-06-15,Chennai,Dengue,84,85.65,37.27,92.51,27.06,48.05,29.16,Monsoon,None,Normal Day
2022-06-16,Hyderabad,Asthma,45,100.97,75.47,103.07,25.32,87.31,27.35,Monsoon,None,Normal Day
2022-06-17,Delhi,Diarrhea,33,188.86,88.92,219.04,20.35,62.84,16.47,Monsoon,None,Normal Day
2022-06-18,Mumbai,Malaria,24,157.09,112.99,177.08,27.64,78.24,16.49,Monsoon,None,Normal Day
2022-06-19,Mumbai,Malaria,44,58.48,33.39,56.8,22.75,36.22,16.39,Monsoon,None,Normal Day
2022-06-20,Delhi,Malaria,21,487.37,271.82,440.28,28.08,31.34,6.39,Monsoon,None,Normal Day
2022-06-21,Hyderabad,Asthma,35,186.01,100.24,200.52,31.14,43.56,5.71,Monsoon,None,Normal Day
2022-06-22,Kolkata,Dengue,124,85.24,52.84,93.94,30.37,59.93,18.12,Monsoon,None,Normal Day
2022-06-23,Bengaluru,Typhoid,39,79.68,53.07,93.47,30.87,49.8,24.48,Monsoon,None,Normal Day
2022-06-24,Kolkata,Typhoid,31,211.52,141.56,205.78,31.67,86.87,21.37,Monsoon,None,Normal Day
2022-06-25,Hyderabad,Asthma,37,112.96,82.29,118.81,30.35,86.09,3.61,Monsoon,None,Normal Day
2022-06-26,Chennai,Diarrhea,33,142.05,101.36,148.2,28.81,38.45,18.1,Monsoon,None,Normal Day
2022-06-27,Bengaluru,Typhoid,46,148.79,73.28,134.87,28.98,62.12,28.17,Monsoon,None,Normal Day
2022-06-28,Hyderabad,Asthma,5,156.78,72.39,140.4,29.99,51.19,14.57,Monsoon,None,Normal Day
2022-06-29,Delhi,Diarrhea,28,394.44,192.87,383.76,23.36,68.65,2.59,Monsoon,None,Normal Day
2022-06-30,Hyderabad,Malaria,28,72.31,57.45,77.18,31.17,53.73,13.04,Monsoon,None,Normal Day
2022-07-01,Mumbai,Influenza,44,123.03,90.51,122.91,21.43,71.39,16.86,Monsoon,None,Normal Day
2022-07-02,Delhi,Malaria,31,236.41,151.16,251.22,29.96,86.66,26.5,Monsoon,None,Normal Day
2022-07-03,Hyderabad,Asthma,32,68.86,51.39,81.33,25.85,71.97,29.38,Monsoon,None,Normal Day
2022-07-04,Mumbai,Malaria,45,49.74,36.11,48.74,27.96,64.1,6.81,Monsoon,None,Normal Day
2022-07-05,Delhi,Influenza,11,294.22,138.33,345.46,27.2,32.44,7.4,Monsoon,None,Normal Day
2022-07-06,Delhi,Typhoid,34,301.85,202.13,328.4,20.45,58.96,2.37,Monsoon,None,Normal Day
2022-07-07,Delhi,Malaria,40,333.81,197.13,303.41,25.03,30.4,4.16,Monsoon,None,Normal Day
2022-07-08,Delhi,Asthma,36,263.19,160.99,232.66,26.86,87.31,15.18,Monsoon,None,Normal Day
2022-07-09,Bengaluru,Dengue,129,109.06,60.09,101.8,23.66,89.24,27.93,Monsoon,None,Normal Day
2022-07-10,Hyderabad,Asthma,24,168.76,76.42,145.73,25.49,31.74,29.92,Monsoon,None,Normal Day
2022-07-11,Mumbai,Diarrhea,27,79.51,31.93,92.19,30.29,41.25,15.43,Monsoon,None,Normal Day
2022-07-12,Kolkata,Diarrhea,40,290.32,151.19,254.25,27.42,32.26,6.28,Monsoon,None,Normal Day
2022-07-13,Bengaluru,Typhoid,50,110.21,47.44,98.46,20.74,66.41,11.4,Monsoon,None,Normal Day
2022-07-14,Chennai,Asthma,26,97.96,63.48,85.25,29.58,31.96,21.02,Monsoon,None,Normal Day
2022-07-15,Bengaluru,Typhoid,11,131.55,96.24,116.19,24.54,62.5,6.36,Monsoon,None,Normal Day
2022-07-16,Bengaluru,Typhoid,45,146.5,110.16,129.64,30.73,60.89,15.92,Monsoon,None,Normal Day
2022-07-17,Delhi,Typhoid,36,171.91,119.74,139.97,31.84,63.1,0.73,Monsoon,None,Normal Day
2022-07-18,Bengaluru,Dengue,89,42.66,23.05,37.65,23.81,35.35,15.57,Monsoon,None,Normal Day
2022-07-19,Mumbai,Asthma,16,169.13,78.37,143.53,21.97,69.35,8.61,Monsoon,None,Normal Day
2022-07-20,Chennai,Diarrhea,39,124.02,55.25,114.79,23.51,74.51,26.2,Monsoon,None,Normal Day
2022-07-21,Chennai,Dengue,141,146.36,110.36,144.85,20.55,70.78,1.29,Monsoon,None,Normal Day
2022-07-22,Mumbai,Asthma,50,172.7,122.8,148.12,28.15,63.48,8.05,Monsoon,None,Normal Day
2022-07-23,Hyderabad,Diarrhea,10,144.3,99.4,147.41,21.36,65.16,8.52,Monsoon,None,Normal Day
2022-07-24,Chennai,Asthma,13,114.54,45.87,122.03,25.98,78.69,13.09,Monsoon,None,Normal Day
2022-07-25,Kolkata,Influenza,7,122.64,73.49,101.93,23.84,71.99,26.08,Monsoon,None,Normal Day
2022-07-26,Delhi,Dengue,113,374.77,193.29,425.86,29.93,71.53,17.06,Monsoon,None,Normal Day
2022-07-27,Bengaluru,Diarrhea,50,143.78,72.46,123.65,24.91,78.77,13.59,Monsoon,None,Normal Day
2022-07-28,Hyderabad,Asthma,19,133.22,74.21,141.25,22.16,80.17,28.98,Monsoon,None,Normal Day
2022-07-29,Kolkata,Diarrhea,9,162.77,74.95,183.48,28.0,35.94,12.34,Monsoon,None,Normal Day
2022-07-30,Mumbai,Malaria,7,42.64,21.61,40.96,25.36,81.39,2.55,Monsoon,None,Normal Day
2022-07-31,Hyderabad,Diarrhea,29,60.31,39.18,57.15,24.75,70.03,11.47,Monsoon,None,Normal Day
2022-08-01,Delhi,Malaria,31,349.78,223.36,386.61,25.09,78.19,11.37,Monsoon,None,Normal Day
2022-08-02,Mumbai,Asthma,29,100.78,67.23,93.46,25.07,32.73,27.49,Monsoon,None,Normal Day
2022-08-03,Chennai,Typhoid,31,101.1,64.57,96.11,28.92,39.94,2.9,Monsoon,None,Normal Day
2022-08-04,Delhi,Influenza,32,454.12,185.9,371.13,30.31,70.23,13.33,Monsoon,None,Normal Day
2022-08-05,Kolkata,Asthma,21,190.15,84.09,194.83,28.81,31.57,27.81,Monsoon,None,Normal Day
2022-08-06,Kolkata,Malaria,42,238.88,162.46,239.65,29.07,36.16,27.44,Monsoon,None,Normal Day
2022-08-07,Kolkata,Diarrhea,21,80.55,45.81,74.19,29.45,70.44,18.55,Monsoon,None,Normal Day
2022-08-08,Bengaluru,Influenza,14,119.05,51.84,122.15,22.73,57.79,27.35,Monsoon,None,Normal Day
2022-08-09,Delhi,Asthma,86,231.41,124.88,192.92,28.79,61.18,8.73,Monsoon,None,Normal Day
2022-08-10,Bengaluru,Asthma,14,123.82,58.77,124.97,29.64,75.69,9.54,Monsoon,Raksha Bandhan,Holiday
2022-08-11,Mumbai,Asthma,13,97.54,51.66,100.42,23.26,70.57,11.58,Monsoon,Raksha Bandhan,Holiday
2022-08-12,Mumbai,Influenza,11,59.07,44.52,70.03,30.73,39.52,27.94,Monsoon,Raksha Bandhan,Holiday
2022-08-13,Delhi,Malaria,17,496.39,235.78,429.14,31.33,70.67,28.26,Monsoon,None,Normal Day
2022-08-14,Mumbai,Diarrhea,41,157.71,108.33,171.5,29.58,59.46,29.85,Monsoon,Independence Day,Holiday
2022-08-15,Chennai,Malaria,7,60.4,34.51,66.52,28.63,53.65,25.37,Monsoon,Independence Day,Holiday
2022-08-16,Kolkata,Malaria,47,203.66,138.52,195.38,25.35,70.36,9.97,Monsoon,Independence Day,Holiday
2022-08-17,Bengaluru,Malaria,37,90.63,46.96,98.92,28.73,55.52,6.31,Monsoon,None,Normal Day
2022-08-18,Delhi,Asthma,65,464.12,295.9,528.41,25.74,64.53,3.36,Monsoon,None,Normal Day
2022-08-19,Hyderabad,Influenza,41,176.6,132.63,205.16,30.72,78.77,6.04,Monsoon,None,Normal Day
2022-08-20,Hyderabad,Influenza,10,92.19,52.3,109.92,31.53,56.15,25.18,Monsoon,None,Normal Day
2022-08-21,Mumbai,Typhoid,38,124.07,68.07,136.37,29.12,39.92,1.06,Monsoon,None,Normal Day
2022-08-22,Bengaluru,Influenza,10,32.65,25.62,27.57,20.99,61.44,18.71,Monsoon,None,Normal Day
2022-08-23,Bengaluru,Influenza,46,124.38,81.66,119.24,23.02,60.55,9.45,Monsoon,None,Normal Day
2022-08-24,Kolkata,Malaria,49,261.92,118.01,261.67,22.63,73.68,26.53,Monsoon,None,Normal Day
2022-08-25,Chennai,Influenza,10,50.18,24.56,44.91,24.79,44.6,6.94,Monsoon,None,Normal Day
2022-08-26,Kolkata,Diarrhea,32,107.24,74.78,102.3,23.98,88.42,15.96,Monsoon,None,Normal Day
2022-08-27,Chennai,Influenza,11,123.52,71.71,101.92,22.17,66.5,27.82,Monsoon,None,Normal Day
2022-08-28,Hyderabad,Asthma,5,141.8,82.54,137.35,26.98,66.06,18.64,Monsoon,None,Normal Day
2022-08-29,Delhi,Influenza,23,188.38,93.38,216.0,20.08,78.43,15.25,Monsoon,None,Normal Day
2022-08-30,Bengaluru,Asthma,27,127.53,64.3,129.76,25.99,37.36,18.48,Monsoon,None,Normal Day
2022-08-31,Mumbai,Dengue,82,164.14,110.7,182.97,21.85,80.46,15.06,Monsoon,None,Normal Day
2022-09-01,Delhi,Diarrhea,49,322.38,242.41,318.57,31.65,55.43,2.62,Monsoon,None,Normal Day
2022-09-02,Bengaluru,Asthma,8,128.6,86.37,152.62,25.32,38.34,17.84,Monsoon,None,Normal Day
2022-09-03,Kolkata,Dengue,101,160.58,88.12,137.29,26.93,71.9,2.03,Monsoon,None,Normal Day
2022-09-04,Hyderabad,Diarrhea,15,98.81,60.12,84.58,27.31,42.54,19.82,Monsoon,None,Normal Day
2022-09-05,Chennai,Diarrhea,12,115.2,69.39,125.2,30.66,41.89,7.86,Monsoon,None,Normal Day
2022-09-06,Delhi,Influenza,22,280.01,139.08,333.84,26.72,75.35,19.17,Monsoon,None,Normal Day
2022-09-07,Hyderabad,Asthma,19,132.99,75.27,113.47,27.25,36.01,11.5,Monsoon,None,Normal Day
2022-09-08,Hyderabad,Typhoid,9,116.54,88.39,100.18,24.23,40.39,22.15,Monsoon,None,Normal Day
2022-09-09,Chennai,Asthma,40,89.84,45.86,81.62,30.77,52.75,11.36,Monsoon,Ganesh Chaturthi,Holiday
2022-09-10,Kolkata,Asthma,54,282.44,198.62,297.23,28.74,50.84,18.68,Monsoon,Ganesh Chaturthi,Holiday
2022-09-11,Kolkata,Typhoid,39,84.15,44.19,90.42,23.17,85.55,9.31,Monsoon,Ganesh Chaturthi,Holiday
2022-09-12,Chennai,Dengue,56,197.49,96.23,175.39,23.52,37.9,22.34,Monsoon,None,Normal Day
2022-09-13,Chennai,Asthma,50,75.56,34.09,68.1,23.8,60.78,17.3,Monsoon,None,Normal Day
2022-09-14,Kolkata,Influenza,41,89.01,65.72,79.2,25.3,82.38,8.46,Monsoon,None,Normal Day
2022-09-15,Delhi,Malaria,34,348.73,157.17,370.5,22.4,69.75,29.42,Monsoon,None,Normal Day
2022-09-16,Hyderabad,Malaria,34,161.53,87.59,178.24,24.22,37.31,11.45,Monsoon,None,Normal Day
2022-09-17,Mumbai,Typhoid,48,153.77,67.62,159.8,25.06,62.02,29.18,Monsoon,None,Normal Day
2022-09-18,Bengaluru,Asthma,50,126.93,55.02,114.29,24.78,46.55,27.41,Monsoon,None,Normal Day
2022-09-19,Bengaluru,Asthma,5,119.52,63.07,135.78,25.2,75.97,1.13,Monsoon,None,Normal Day
2022-09-20,Kolkata,Dengue,86,213.45,147.02,225.28,24.33,34.99,12.3,Monsoon,None,Normal Day
2022-09-21,Delhi,Malaria,42,460.54,307.58,511.44,30.68,40.37,14.89,Monsoon,None,Normal Day
2022-09-22,Hyderabad,Dengue,123,94.39,52.56,109.26,30.23,85.95,4.05,Monsoon,None,Normal Day
2022-09-23,Delhi,Typhoid,6,337.18,180.37,389.45,28.74,47.09,25.82,Monsoon,None,Normal Day
2022-09-24,Delhi,Typhoid,9,150.53,112.73,175.12,21.74,50.04,23.04,Monsoon,None,Normal Day
2022-09-25,Mumbai,Asthma,25,69.82,28.18,77.11,22.97,37.39,7.18,Monsoon,None,Normal Day
2022-09-26,Hyderabad,Influenza,40,64.95,39.92,60.42,22.8,68.91,23.02,Monsoon,None,Normal Day
2022-09-27,Hyderabad,Dengue,90,194.68,90.07,161.66,22.97,85.11,15.41,Monsoon,None,Normal Day
2022-09-28,Hyderabad,Typhoid,49,183.02,84.12,184.3,20.15,74.64,25.19,Monsoon,None,Normal Day
2022-09-29,Kolkata,Dengue,95,194.49,131.33,222.76,30.26,44.55,7.03,Monsoon,None,Normal Day
2022-09-30,Chennai,Asthma,11,50.88,35.14,52.58,22.95,65.36,26.8,Monsoon,None,Normal Day
2022-10-01,Mumbai,Typhoid,13,91.51,59.2,98.06,17.44,34.88,4.84,Autumn,None,Normal Day
2022-10-02,Kolkata,Diarrhea,12,250.07,127.83,257.15,26.73,62.36,3.19,Autumn,None,Normal Day
2022-10-03,Kolkata,Asthma,44,268.49,164.69,221.04,26.3,88.78,3.82,Autumn,None,Normal Day
2022-10-04,Hyderabad,Malaria,8,199.33,158.84,171.29,29.41,51.26,1.92,Autumn,None,Normal Day
2022-10-05,Bengaluru,Diarrhea,15,108.07,51.04,93.79,21.85,64.74,1.84,Autumn,None,Normal Day
2022-10-06,Kolkata,Malaria,26,116.68,46.84,120.97,23.56,60.9,3.1,Autumn,Navratri,Holiday
2022-10-07,Bengaluru,Influenza,46,39.25,16.01,32.69,21.36,50.79,2.47,Autumn,Navratri,Holiday
2022-10-08,Hyderabad,Dengue,40,191.92,129.58,165.76,26.76,49.25,2.82,Autumn,Navratri,Holiday
2022-10-09,Delhi,Typhoid,42,478.01,373.49,473.77,23.69,66.51,0.56,Autumn,None,Normal Day
2022-10-10,Bengaluru,Dengue,8,100.87,65.28,111.01,22.96,59.43,3.39,Autumn,None,Normal Day
2022-10-11,Chennai,Malaria,38,182.01,98.33,183.25,21.88,41.74,2.38,Autumn,None,Normal Day
2022-10-12,Hyderabad,Asthma,40,131.2,101.38,128.17,26.31,45.08,3.84,Autumn,None,Normal Day
2022-10-13,Bengaluru,Typhoid,14,113.67,48.5,108.56,27.66,39.27,0.67,Autumn,None,Normal Day
2022-10-14,Mumbai,Influenza,14,139.31,74.04,158.96,21.01,50.97,0.39,Autumn,Dussehra,Holiday
2022-10-15,Chennai,Typhoid,38,182.26,142.1,215.29,17.95,79.44,1.95,Autumn,Dussehra,Holiday
2022-10-16,Kolkata,Typhoid,33,159.65,108.0,161.89,28.99,54.33,0.38,Autumn,Dussehra,Holiday
2022-10-17,Bengaluru,Diarrhea,36,146.98,82.6,162.03,27.55,78.19,2.84,Autumn,None,Normal Day
2022-10-18,Chennai,Diarrhea,32,171.03,113.37,137.09,26.83,76.97,2.98,Autumn,None,Normal Day
2022-10-19,Mumbai,Malaria,18,51.22,36.56,59.49,23.54,61.23,2.75,Autumn,None,Normal Day
2022-10-20,Delhi,Dengue,20,304.68,227.58,251.74,29.91,60.74,4.51,Autumn,None,Normal Day
2022-10-21,Delhi,Asthma,110,308.03,182.96,312.94,27.92,85.93,1.89,Autumn,None,Normal Day
2022-10-22,Delhi,Dengue,45,460.08,248.77,398.92,21.61,30.21,1.24,Autumn,None,Normal Day
2022-10-23,Bengaluru,Asthma,8,137.09,66.11,130.52,24.63,36.7,3.0,Autumn,None,Normal Day
2022-10-24,Chennai,Diarrhea,40,59.3,30.57,69.65,24.65,49.76,2.15,Autumn,None,Normal Day
2022-10-25,Hyderabad,Asthma,35,180.86,102.24,173.37,24.86,34.88,1.64,Autumn,None,Normal Day
2022-10-26,Bengaluru,Typhoid,13,99.19,59.72,106.66,23.25,40.77,2.34,Autumn,None,Normal Day
2022-10-27,Chennai,Malaria,45,128.63,55.21,118.76,22.31,71.9,0.27,Autumn,None,Normal Day
2022-10-28,Bengaluru,Typhoid,28,131.5,97.69,133.34,26.85,85.16,3.65,Autumn,None,Normal Day
2022-10-29,Hyderabad,Malaria,7,189.2,142.24,222.3,28.74,69.95,4.74,Autumn,None,Normal Day
2022-10-30,Hyderabad,Typhoid,27,63.23,29.98,73.17,21.19,53.02,3.75,Autumn,None,Normal Day
2022-10-31,Chennai,Dengue,42,59.87,33.5,56.78,26.46,43.74,2.86,Autumn,None,Normal Day
2022-11-01,Mumbai,Dengue,32,135.1,86.86,121.52,17.76,52.27,4.76,Autumn,None,Normal Day
2022-11-02,Delhi,Malaria,15,318.26,170.24,366.25,18.64,68.94,4.18,Autumn,None,Normal Day
2022-11-03,Mumbai,Asthma,97,124.21,80.37,114.91,27.2,89.67,0.65,Autumn,Diwali,Holiday
2022-11-04,Delhi,Asthma,138,195.19,133.22,199.49,25.77,72.64,4.38,Autumn,Diwali,Holiday
2022-11-05,Delhi,Dengue,18,340.59,211.93,290.25,21.85,71.94,0.63,Autumn,Diwali,Holiday
2022-11-06,Mumbai,Diarrhea,48,166.48,85.54,198.58,17.66,48.55,3.43,Autumn,None,Normal Day
2022-11-07,Chennai,Typhoid,10,122.95,58.51,137.08,18.74,52.95,4.27,Autumn,None,Normal Day
2022-11-08,Chennai,Diarrhea,49,64.21,29.84,74.36,24.45,69.71,2.24,Autumn,None,Normal Day
2022-11-09,Hyderabad,Dengue,21,81.2,52.01,83.06,15.99,51.22,3.0,Autumn,None,Normal Day
2022-11-10,Delhi,Typhoid,15,217.4,116.25,218.93,15.89,89.53,3.49,Autumn,None,Normal Day
2022-11-11,Mumbai,Dengue,31,167.68,101.04,199.29,22.33,74.74,1.09,Autumn,None,Normal Day
2022-11-12,Bengaluru,Asthma,12,86.27,55.05,72.58,19.31,52.07,2.71,Autumn,None,Normal Day
2022-11-13,Bengaluru,Dengue,36,79.34,62.49,77.77,19.38,75.39,0.07,Autumn,None,Normal Day
2022-11-14,Hyderabad,Dengue,16,95.86,62.76,107.84,26.46,30.63,3.22,Autumn,None,Normal Day
2022-11-15,Mumbai,Asthma,12,103.57,44.72,116.8,15.1,57.38,3.58,Autumn,None,Normal Day
2022-11-16,Delhi,Typhoid,6,244.57,107.09,277.62,18.04,83.65,1.58,Autumn,None,Normal Day
2022-11-17,Hyderabad,Typhoid,39,159.4,102.3,168.44,23.32,79.24,0.8,Autumn,None,Normal Day
2022-11-18,Hyderabad,Diarrhea,49,170.83,97.03,176.72,24.67,33.99,0.18,Autumn,None,Normal Day
2022-11-19,Kolkata,Typhoid,44,178.29,107.72,159.8,25.42,62.29,0.99,Autumn,None,Normal Day
2022-11-20,Hyderabad,Typhoid,48,126.88,56.66,126.66,17.37,38.39,2.7,Autumn,None,Normal Day
2022-11-21,Chennai,Malaria,13,125.02,65.43,117.3,17.12,54.4,1.46,Autumn,None,Normal Day
2022-11-22,Delhi,Asthma,33,184.55,85.13,190.65,27.44,45.99,1.78,Autumn,None,Normal Day
2022-11-23,Hyderabad,Asthma,40,155.25,112.19,125.69,25.14,76.13,4.45,Autumn,None,Normal Day
2022-11-24,Bengaluru,Dengue,26,90.13,42.47,81.21,15.14,63.57,2.5,Autumn,None,Normal Day
2022-11-25,Hyderabad,Influenza,16,165.89,91.62,173.16,19.61,83.86,0.2,Autumn,None,Normal Day
2022-11-26,Mumbai,Diarrhea,36,47.59,22.2,41.07,15.92,31.56,2.96,Autumn,None,Normal Day
2022-11-27,Mumbai,Dengue,26,160.73,127.13,161.7,27.97,43.22,0.07,Autumn,None,Normal Day
2022-11-28,Bengaluru,Malaria,31,68.9,45.57,78.24,29.91,70.12,4.46,Autumn,None,Normal Day
2022-11-29,Bengaluru,Malaria,50,71.74,56.27,58.45,23.65,73.51,1.4,Autumn,None,Normal Day
2022-11-30,Kolkata,Influenza,36,164.85,88.83,151.92,26.52,49.02,2.96,Autumn,None,Normal Day
2022-12-01,Bengaluru,Dengue,47,116.34,60.94,137.74,13.05,39.21,0.11,Winter,None,Normal Day
2022-12-02,Kolkata,Diarrhea,20,179.14,82.6,192.46,24.23,31.04,2.54,Winter,None,Normal Day
2022-12-03,Hyderabad,Asthma,16,167.98,118.34,171.6,13.93,82.85,1.68,Winter,None,Normal Day
2022-12-04,Chennai,Diarrhea,24,120.18,76.12,117.2,12.41,40.3,0.13,Winter,None,Normal Day
2022-12-05,Bengaluru,Malaria,20,79.99,53.35,80.29,19.66,42.87,0.56,Winter,None,Normal Day
2022-12-06,Hyderabad,Dengue,10,112.04,49.43,115.49,13.95,38.22,1.65,Winter,None,Normal Day
2022-12-07,Chennai,Typhoid,17,175.03,110.95,160.41,22.6,31.68,1.06,Winter,None,Normal Day
2022-12-08,Delhi,Diarrhea,20,327.16,202.39,381.02,11.95,38.73,4.31,Winter,None,Normal Day
2022-12-09,Delhi,Asthma,102,221.18,158.81,209.07,17.27,58.33,3.6,Winter,None,Normal Day
2022-12-10,Kolkata,Diarrhea,50,99.87,79.03,94.31,24.78,32.98,3.12,Winter,None,Normal Day
2022-12-11,Kolkata,Dengue,32,101.71,77.75,109.95,14.53,50.52,1.01,Winter,None,Normal Day
2022-12-12,Kolkata,Typhoid,47,114.83,85.86,122.26,13.84,72.6,1.13,Winter,None,Normal Day
2022-12-13,Hyderabad,Asthma,6,176.58,73.89,201.44,20.52,89.01,2.31,Winter,None,Normal Day
2022-12-14,Kolkata,Influenza,96,230.97,139.63,245.51,23.81,68.42,0.08,Winter,None,Normal Day
2022-12-15,Hyderabad,Typhoid,15,86.09,50.62,85.36,20.02,37.92,4.02,Winter,None,Normal Day
2022-12-16,Hyderabad,Dengue,8,149.4,88.06,126.83,20.16,59.73,0.68,Winter,None,Normal Day
2022-12-17,Chennai,Asthma,12,186.34,110.01,157.96,23.19,82.9,2.21,Winter,None,Normal Day
2022-12-18,Mumbai,Typhoid,48,173.34,84.37,159.64,24.63,81.35,0.13,Winter,None,Normal Day
2022-12-19,Delhi,Asthma,34,197.03,88.64,197.59,13.78,79.1,2.75,Winter,None,Normal Day
2022-12-20,Mumbai,Diarrhea,42,87.75,38.57,99.9,10.76,38.74,1.66,Winter,None,Normal Day
2022-12-21,Chennai,Malaria,26,51.81,40.62,57.76,19.38,70.39,2.57,Winter,None,Normal Day
2022-12-22,Hyderabad,Typhoid,13,151.86,84.94,154.98,20.87,42.16,3.02,Winter,None,Normal Day
2022-12-23,Mumbai,Influenza,106,142.08,106.18,165.87,13.04,55.32,1.32,Winter,None,Normal Day
